LoanID,Servicing Fee Percentage,Servicing Fee Flat Dollar,Servicing Advance Methodology,MERS Originator Number,Originator Name,Loan Group,Loan Number,Alt ID,Dummy ID,Amortization Type,Lien Position,Heloc Indicator,Loan Purpose,Cash Out Amount,Total Origination and Discount Points in Dollars,High Cost Indicator,Relocation Loan Indicator,Broker Indicator,Channel,Escrow Indicator,Senior Loan Amounts,Loan Type of Most Senior Lien,Junior Mortgage Balance,Origination Date of Most Senior Loan,Origination Date,Original Loan Amount,Original Interest Rate,Original Amortization Term,Original Term to Maturity,First Payment Date of Loan,Interest Type Indicator,Original Interest Only Term,Buy Down Period,HELOC Draw Period,Current Loan Amount,Current Interest Rate,Current Payment Amount Due,Interest Paid Through Date,Current Payment Status,Index Type,ARM Look Back Days,Gross Margin,ARM Round Flag,ARM Rounding Factor,Initial Fixed Rate Period,Initial Interest Rate Cap Change Up,Initial Interest Rate Cap Change Down,Subsequent Interest Rate Reset Period,Subsequent Interest Rate Change Up,Subsequent Interest Rate Change Down,Lifetime Maximum Rate Ceiling,Lifetime Minimum Rate Floor,Prepayment Penalty Calculation,Prepayment Penalty Type,Prepayment Penalty Total Term,Prepayment Penalty Hard Term,Primary Borrower ID,Number of Mortgaged Properties,Total Number of Borrowers,Self Employment Flag,Current Other Monthly Payment,Length Of Employment Borrower,Length of Employment Co-Borrower,Years in Home,FICO Model Used,Most Recent FICO Date,Primary Borrower Original FICO Equifax,Primary Borrower Original FICO Experian,Primary Borrower Original FICO Transunion,Co-Borrower Original FICO Equifax,Co-Borrower Original FICO Experian,Co-Borrower Original FICO Transunion,Original Primary Borrower FICO,Original Co-Borrower FICO,Original Third Borrower FICO,Updated FICO Date,Updated Primary Borrower FICO,Updated Co-Borrower FICO,Credit Report Longest Trade Line,Credit Report Maximum Trade Line,Credit Report Number of Trade Lines,Credit Line Usage Ratio,Most Recent 24 Month Pay History,Months Bankruptcy,Months Foreclosure,Months Short Sale,Months DIL,Primary Borrower Wage Income,Co-Borrower Wage Income,Primary Borrower Other Income,Co-Borrower Other Income,Co-Mortgagor Income,All Borrower Wage Income,All Borrower Total Income,4506T Indicator,Borrower Income Verification Level,Co-Borrower Income Verification Level,Borrower Employment Verification Level,Co-Borrower Employment Verification Level,Borrower Asset Verification Level,Co-Borrower Asset Verification Level, Liquid Cash Reserves , Monthly Debt All Borrowers ,Originator DTI,Fully Indexed Rate,Qualification Method,Percentage of Down Payment From Borrower Own Funds,City,State,Postal Code,Property Type,Occupancy,Sales Price,Original Appraised Property Value,Original Property Valuation Type,Original Property Valuation Date,Original Automated Valuation Model AVM Model Name,Original AVM Confidence Score,Most Recent Property Value,Most Recent Property Valuation Type,Most Recent Property Valuation Date,Most Recent AVM Model Name,Most Recent AVM Confidence Score, Value Used for LTV ,Original CLTV,Original LTV,Original Pledged Assets,UW Exception,Qualifying Rate,Application Date,Date of Bankruptcy,BK Chapter,Date of Foreclosure,Date of Short Sale,Date of DIL,Date of Credit Event,TRID,ATR Loan Type,Non-QM Reason,Loan Category,Loan Type,Loan Program,Doc Type,Bank Statement/1099 Flag,Business/Personal Bank Statement,Bank Statement/1099 Months,Months of Income Verification,First Time Homebuyer?,Borrower Retired Flag,Co-Borrower Retired Flag,Borrower US Citizen,Co-Borrower US Citizen,Borrower Perm Resident Alien,Co-Borrower Perm Resident Alien,Foreign National Flag,Borrower Vesting Org Type,Lease In Place Flag,Actual In Place Rent,Third Party Market Rent,Third Party Rent Source ,Rental Income Used for DSCR,Rental Income Source Used for DSCR,PITIA,Debt Service Ratio,Servicing Administrator,Servicing Released/Retained,Modification (Y/N),Date of Modification,Number_of_Mods,Modification_Type,Rem_Term_Post_Mod,Mat_Date_Post_Mod,P_I_Pmt_Post_Mod,P_I_Pmt_Pre_Mod,Rate_Post_Mod,Rate_Pre_Mod_,Deferral (Y/N),Date of Deferral,Deferred Balances,Months of Payment Deferred,Forbearance Granted Flag,Effective Date of Forbearance,Forbearance End Date,Forbearance Extension/Expiration
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,202010085211,,2021010007,1,1,,7,0,"2,175",,,0,1,4,,,,,11/16/2020,"217,500.00",5.500,360,360,1/1/2021,2,0,,,"217,022.77",5.500,"1,234.94",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,498.07,11.00,,4.08,1,10/19/2020,812,815,820,,,,815,,,2/5/2021,780,,,,,,0,,,,,"19,614",0,0,0,,"19,614","19,614",0,3,,3,,4,,"339,257","9,073",46.258,,1,,Cedartown,GA,30125,1,2,"290,000","295,000",3,11/2/2020,,,,,,,,"290,000",75.000,75.000,,,5.500,10/24/2020,, ,,,,,Y,Non-QM,,,Bank Statement,12 Month Business Bank Statements,Business Bank Statements (12 to 23 Months),Y,Business,12,12,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,202011086448,,2021010008,1,1,,7,0,"15,292",,,0,1,4,,,,,11/30/2020,"1,529,150.00",6.500,360,360,1/1/2021,2,0,,,"1,526,377.77",6.500,"9,665.27",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,"2,190.54",7.00,,2.00,1,11/3/2020,676,696,744,,,,696,,,2/5/2021,679,,,,,,0,,,,,"52,372",0,0,0,,"52,372","52,372",0,3,,2,,4,,"964,481","12,309",23.503,,1,,Sandy Springs,GA,30328,1,1,"1,799,000","1,799,000",3,11/13/2020,,,,,,,,"1,799,000",85.000,85.000,,,6.500,11/3/2020,, ,,,,,Y,Non-QM,,,Bank Statement,12 Month Business Bank Statements,Business Bank Statements (12 to 23 Months),Y,Business,12,12,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,252009081741,,2021010009,1,1,,7,0,"1,274",,,0,1,4,,,,,10/30/2020,"127,425.00",6.375,360,360,12/1/2020,2,0,,,"127,069.05",6.375,794.97,1/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,322.85,15.00,,18.00,1,10/1/2020,662,639,694,,,,662,,,2/5/2021,620,,,,,,00,,,,,"4,210",0,0,0,,"4,210","4,210",0,3,,3,,4,,"117,322","1,669",39.639,,1,,Allenhurst,GA,31301,1,1,"169,900","170,000",3,10/15/2020,,,,,,,,"169,900",75.000,75.000,,,6.375,9/23/2020,, ,,,,,Y,Non-QM,,,Bank Statement,12 Month Business Bank Statements,Business Bank Statements (12 to 23 Months),Y,Business,12,12,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,292010084846,,2021010010,1,1,,6,0,"3,912",,,0,1,4,,,,,11/16/2020,"391,200.00",5.375,360,360,1/1/2021,2,0,,,"390,321.32",5.375,"2,190.61",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,"1,080.77",9.50,,9.00,1,11/4/2020,786,801,782,,,,786,,,2/5/2021,801,,,,,,0,,,,,"39,395",0,0,0,,"39,395","39,395",0,3,,3,,4,,"227,613","10,751",27.291,,1,,Miramar,FL,33027,7,1,"489,000","490,000",3,10/26/2020,,,,,,,,"489,000",80.000,80.000,,,5.375,10/15/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,Y,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,312008079752,,2021010011,1,1,,7,0,"2,740",,,0,1,4,,,,,10/9/2020,"274,000.00",6.125,360,360,12/1/2020,2,0,,,"273,196.99",6.125,"1,664.85",2/1/2021,Current,,,,,,,,,,,,,,,, , ,,1,1,1,313.85,17.75,,1.83,1,8/11/2020,735,719,736,,,,735,,,2/5/2021,756,,,,,,00,,,,,"9,042",0,0,0,,"9,042","9,042",0,3,,3,,4,,"232,092","3,436",37.998,,1,,Charlotte,NC,28214,1,1,"342,500","368,000",3,9/17/2020,,,,,,,,"342,500",80.000,80.000,,,6.125,8/31/2020,, ,,,,,Y,Non-QM,,,Bank Statement,12 Month Business Bank Statements,Business Bank Statements (12 to 23 Months),Y,Business,12,12,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,322005073482,,211768611,1,1,,7,0,"3,120",,,0,1,4,,,,,6/30/2020,"312,000.00",6.875,360,360,8/1/2020,2,0,,,"310,133.32",6.875,"2,049.62",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,7,2,1,432.57,16.17,16.17,12.00,1,6/23/2020,760,789,776,680,705,719,776,705,,2/5/2021,751,,,,,,000000,,,,,"41,676",0,0,0,,"41,676","41,676",0,3,1,3,1,4,4,"109,043","15,056",36.126,,1,,Wilmington,NC,28412,7,1,"390,000","390,000",3,6/17/2020,,,,,,,,"390,000",80.000,80.000,,,6.875,6/7/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,322007076720,,212473953,1,1,,7,0,"5,348",,,0,1,4,,,,,8/19/2020,"534,789.00",6.125,360,360,10/1/2020,2,0,,,"532,163.44",6.125,"3,249.43",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,2,1,"1,680.05",12.00,12.00,0.25,1,7/14/2020,785,792,756,794,819,790,785,794,,2/5/2021,780,,,,,,0000,,,,,"19,263",0,0,0,,"19,263","19,263",0,3,1,3,1,4,4,"75,428","9,621",49.947,,1,,Lakeway,TX,78738,7,1,"629,164","640,000",3,7/28/2020,,,,,,,,"629,164",85.000,85.000,,,6.125,7/8/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,Y,N,N,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1010395,Angel Oak Home Loans,1,362005072377,,211552483,1,1,,7,0,"14,000",,,0,1,4,,,,,6/8/2020,"700,000.00",6.750,360,360,8/1/2020,2,0,,,"695,709.30",6.750,"4,540.19",2/1/2021,Current,,,,,,,,,,,,,,,, , ,,3,1,99,"1,447.94",0.00,,8.25,1,5/16/2020,783,802,775,,,,783,,,2/5/2021,800,,,,,,000000,,,,,0,0,0,0,,0,0,0,,,,,4,,"1,520,276","12,906",,,1,,Isle Of Palms,SC,29451,1,3,"1,000,000","1,000,000",3,5/29/2020,,,,,,,,"1,000,000",70.000,70.000,,,6.750,5/20/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,N,,,Y,,N,,N, ,N,,"11,000",Appraisal,"11,000",Third Party Rental Source,"5,988.13",1.837,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1010395,Angel Oak Home Loans,1,362008079669,,212781905,1,1,,7,0,900,,,0,1,4,,,,,9/28/2020,"90,000.00",6.750,360,360,11/1/2020,2,0,,,"89,614.39",6.750,583.74,1/1/2021,Current,,,,,,,,,,,,,,,, , ,,6,1,99,242.19,0.00,,7.58,1,8/10/2020,755,782,735,,,,755,,,2/5/2021,759,,,,,,000,,,,,0,0,0,0,,0,0,0,,,,,4,,"7,820","4,869",,,1,,Summerville,SC,29485,1,3,"120,000","125,000",3,9/17/2020,,,,,,,,"120,000",75.000,75.000,,,6.750,9/25/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,N,,,Y,,N,,N, ,N,,950,Appraisal,950,Third Party Rental Source,825.93,1.150,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,381907055689,,212227358,1,1,,6,0,"1,942",,,0,1,4,,,,,7/28/2020,"194,181.00",6.500,360,360,9/1/2020,2,0,,,"193,113.36",6.500,"1,227.36",1/1/2021,Current,,,,,,,,,,,,,,,, , ,,,1,1,417.75,6.17,,1.00,1,7/23/2020,678,695,680,,,,680,,,2/5/2021,654,,,,,,00000,,,,,"3,275",0,"1,213",0,,"3,275","4,488",0,3,,3,,4,,"439,484","1,695",37.767,,1,,Greensboro,NC,27405,7,1,"298,740","300,000",3,7/1/2020,,,,,,,,"298,740",65.000,65.000,,,6.500,6/19/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,Y,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.500,,1,1010395,Angel Oak Home Loans,1,382006073886,,211768562,1,1,,3,"69,507",750,,,0,1,4,,,,,6/29/2020,"75,000.00",6.625,360,360,8/1/2020,2,0,,,"74,528.36",6.625,480.23,2/1/2021,Current,,,,,,,,,,,,,,,, , ,002,2,1,99,221.06,0.00,,5.50,1,6/5/2020,802,775,782,,,,782,,,2/5/2021,776,,,,,,000000,,,,,0,0,0,0,,0,0,0,,,,,4,,"114,567","2,395",,,1,,Durham,NC,27705,1,3,0,"321,000",3,3/16/2020,,,,,,,,"321,000",23.364,23.364,,,6.625,6/5/2020,, ,,,,,n.a.,Exempt,,,Investor Cash Flow,Investor Cash Flow,Investor Cash Flow,N,,,,,,,Y,,N,,N, ,N,,"1,650",Appraisal,"1,650",Third Party Rental Source,701.29,2.353,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
1000938,0.375,,1,1010395,Angel Oak Home Loans,1,382006074367,,212131877,1,1,,7,0,"14,000",,,0,1,4,,,,,7/24/2020,"700,000.00",5.875,360,360,9/1/2020,2,0,,,"684,490.35",5.875,"4,140.76",3/1/2021,Current,,,,,,,,,,,,,,,, , ,,3,1,1,"1,395.73",17.00,,2.08,1,6/10/2020,753,738,758,,,,753,,,,,,,,,,00000,,,,,"115,032",0,0,0,,"115,032","115,032",0,3,,3,,4,,"312,055","28,798",25.035,,1,,N Topsail Beach,NC,28460,1,2,"1,000,000","1,025,000",3,7/6/2020,,,,,,,,"1,000,000",70.000,70.000,,,5.875,6/26/2020,, ,,,,,Y,Non-QM,,,Bank Statement,24 Month Business Bank Statements,Business Bank Statements (24 Months),Y,Business,24,24,N,,,Y,,N,,N, ,,,,,,,,,AOHL,Released,N,,,,,,,,,,N,,0.00,0,N,,,
